KSW1	79.525000	109.525000	0.000000
KSW2	98.575000	109.525000	0.000000
KSW3	117.625000	109.525000	0.000000
KSW4	136.675000	109.525000	0.000000
KSW5	155.725000	109.525000	0.000000
KSW6	174.775000	109.525000	0.000000
KSW7	193.825000	109.525000	0.000000
KSW8	212.875000	109.525000	0.000000
KSW9	231.925000	109.525000	0.000000
KSW10	250.975000	109.525000	0.000000
KSW11	270.025000	109.525000	0.000000
KSW12	289.075000	109.525000	0.000000
KSW13	308.125000	109.525000	0.000000
KSW14	327.175000	109.525000	0.000000
KSW15	346.225000	109.525000	0.000000
KSW16	84.287500	128.575000	0.000000
KSW17	108.100000	128.575000	0.000000
KSW18	127.150000	128.575000	0.000000
KSW19	146.200000	128.575000	0.000000
KSW20	165.250000	128.575000	0.000000
KSW21	184.300000	128.575000	0.000000
KSW22	203.350000	128.575000	0.000000
KSW23	222.400000	128.575000	0.000000
KSW24	241.450000	128.575000	0.000000
KSW25	260.500000	128.575000	0.000000
KSW26	279.550000	128.575000	0.000000
KSW27	298.600000	128.575000	0.000000
KSW28	317.650000	128.575000	0.000000
KSW29	341.462500	128.575000	0.000000
KSW30	86.668750	147.625000	0.000000
KSW31	112.862500	147.625000	0.000000
KSW32	131.912500	147.625000	0.000000
KSW33	150.962500	147.625000	0.000000
KSW34	170.012500	147.625000	0.000000
KSW35	189.062500	147.625000	180.000000
KSW36	208.112500	147.625000	0.000000
KSW37	227.162500	147.625000	0.000000
KSW38	246.212500	147.625000	0.000000
KSW39	265.262500	147.625000	0.000000
KSW40	284.312500	147.625000	0.000000
KSW41	303.362500	147.625000	0.000000
KSW42	334.318750	147.625000	0.000000
KSW43	91.431250	166.675000	0.000000
KSW44	122.387500	166.675000	0.000000
KSW45	141.437500	166.675000	0.000000
KSW46	160.487500	166.675000	0.000000
KSW47	179.537500	166.675000	0.000000
KSW48	198.587500	166.675000	0.000000
KSW49	217.637500	166.675000	0.000000
KSW50	236.687500	166.675000	0.000000
KSW51	255.737500	166.675000	0.000000
KSW52	274.787500	166.675000	0.000000
KSW53	293.837500	166.675000	0.000000
KSW54	320.031250	166.675000	0.000000
KSW55	346.225000	166.675000	0.000000
KSW56	108.100000	185.725000	0.000000
KSW57	131.912500	185.725000	0.000000
KSW58	203.350000	185.725000	0.000000
KSW59	274.787500	185.725000	0.000000
KSW60	298.600000	185.725000	0.000000
D1	73.525000	104.775000	90.000000
D2	104.575000	104.775000	90.000000
D3	111.625000	104.775000	90.000000
D4	130.675000	104.775000	90.000000
D5	149.725000	104.775000	90.000000
D6	168.775000	104.775000	90.000000
D7	187.825000	104.775000	90.000000
D8	206.875000	104.775000	90.000000
D9	225.925000	104.775000	90.000000
D10	244.975000	104.775000	90.000000
D11	264.025000	104.775000	90.000000
D12	283.075000	104.775000	90.000000
D13	302.125000	104.775000	90.000000
D14	321.175000	104.775000	90.000000
D15	340.225000	104.775000	90.000000
D16	78.287500	123.825000	90.000000
D17	102.100000	123.825000	90.000000
D18	121.150000	123.825000	90.000000
D19	140.200000	123.825000	90.000000
D20	159.250000	123.825000	90.000000
D21	178.300000	123.825000	90.000000
D22	197.350000	123.825000	90.000000
D23	216.400000	123.825000	90.000000
D24	235.450000	123.825000	90.000000
D25	254.500000	123.825000	90.000000
D26	273.550000	123.825000	90.000000
D27	292.600000	123.825000	90.000000
D28	311.650000	123.825000	90.000000
D29	335.462500	123.825000	90.000000
D30	80.668750	142.875000	90.000000
D31	106.862500	142.875000	90.000000
D32	125.912500	142.875000	90.000000
D33	144.962500	142.875000	90.000000
D34	164.012500	142.875000	90.000000
D35	195.062500	152.375000	90.000000
D36	202.112500	142.875000	90.000000
D37	221.162500	142.875000	90.000000
D38	240.212500	142.875000	90.000000
D39	259.262500	142.875000	90.000000
D40	278.312500	142.875000	90.000000
D41	297.362500	142.875000	90.000000
D42	328.318750	142.875000	90.000000
D43	85.431250	161.925000	90.000000
D44	116.387500	161.925000	90.000000
D45	135.437500	161.925000	90.000000
D46	154.487500	161.925000	90.000000
D47	173.537500	161.925000	90.000000
D48	192.587500	161.925000	90.000000
D49	211.637500	161.925000	90.000000
D50	230.687500	161.925000	90.000000
D51	249.737500	161.925000	90.000000
D52	268.787500	161.925000	90.000000
D53	287.837500	161.925000	90.000000
D54	314.031250	161.925000	90.000000
D55	340.225000	161.925000	90.000000
D56	102.100000	180.975000	90.000000
D57	125.912500	180.975000	90.000000
D58	197.350000	180.975000	90.000000
D59	268.787500	180.975000	90.000000
D60	292.600000	180.975000	90.000000
