SW1	9.525000	9.525000
SW2	14.287500	28.575000
SW3	16.668750	47.625000
SW4	21.431250	66.675000
SW5	28.575000	9.525000
SW6	38.100000	28.575000
SW7	38.100000	85.725000
SW8	42.862500	47.625000
SW9	47.625000	9.525000
SW10	52.387500	66.675000
SW11	57.150000	28.575000
SW12	61.912500	47.625000
SW13	61.912500	85.725000
SW14	66.675000	9.525000
SW15	71.437500	66.675000
SW16	76.200000	28.575000
SW17	80.962500	47.625000
SW18	85.725000	9.525000
SW19	90.487500	66.675000
SW20	95.250000	28.575000
SW21	100.012500	47.625000
SW22	104.775000	9.525000
SW23	109.537500	66.675000
SW24	114.300000	28.575000
SW25	119.062500	47.625000
SW26	123.825000	9.525000
SW27	128.587500	66.675000
SW28	133.350000	28.575000
SW29	133.350000	85.725000
SW30	138.112500	47.625000
SW31	142.875000	9.525000
SW32	147.637500	66.675000
SW33	152.400000	28.575000
SW34	157.162500	47.625000
SW35	161.925000	9.525000
SW36	166.687500	66.675000
SW37	171.450000	28.575000
SW38	176.212500	47.625000
SW39	180.975000	9.525000
SW40	185.737500	66.675000
SW41	190.500000	28.575000
SW42	195.262500	47.625000
SW43	200.025000	9.525000
SW44	204.787500	66.675000
SW45	204.787500	85.725000
SW46	209.550000	28.575000
SW47	214.312500	47.625000
SW48	219.075000	9.525000
SW49	223.837500	66.675000
SW50	228.600000	28.575000
SW51	228.600000	85.725000
SW52	233.362500	47.625000
SW53	238.125000	9.525000
SW54	247.650000	28.575000
SW55	250.031250	66.675000
SW56	257.175000	9.525000
SW57	264.318750	47.625000
SW58	271.462500	28.575000
SW59	276.225000	9.525000
SW60	276.225000	66.675000
D1	9.525000	17.855000
D2	14.287500	36.905000
D3	16.668750	55.955000
D4	21.431250	75.005000
D5	28.575000	17.855000
D6	38.100000	36.905000
D7	38.100000	94.055000
D8	42.862500	55.955000
D9	47.625000	17.855000
D10	52.387500	75.005000
D11	57.150000	36.905000
D12	61.912500	55.955000
D13	61.912500	94.055000
D14	66.675000	17.855000
D15	71.437500	75.005000
D16	76.200000	36.905000
D17	80.962500	55.955000
D18	85.725000	17.855000
D19	90.487500	75.005000
D20	95.250000	36.905000
D21	100.012500	55.955000
D22	104.775000	17.855000
D23	109.537500	75.005000
D24	114.300000	36.905000
D25	119.062500	55.955000
D26	123.825000	17.855000
D27	128.587500	75.005000
D28	133.350000	36.905000
D29	133.350000	94.055000
D30	138.112500	55.955000
D31	142.875000	17.855000
D32	147.637500	75.005000
D33	152.400000	36.905000
D34	157.162500	55.955000
D35	161.925000	17.855000
D36	166.687500	75.005000
D37	171.450000	36.905000
D38	176.212500	55.955000
D39	180.975000	17.855000
D40	185.737500	75.005000
D41	190.500000	36.905000
D42	195.262500	55.955000
D43	200.025000	17.855000
D44	204.787500	75.005000
D45	204.787500	94.055000
D46	209.550000	36.905000
D47	214.312500	55.955000
D48	219.075000	17.855000
D49	223.837500	75.005000
D50	228.600000	36.905000
D51	228.600000	94.055000
D52	233.362500	55.955000
D53	238.125000	17.855000
D54	247.650000	36.905000
D55	250.031250	75.005000
D56	257.175000	17.855000
D57	264.318750	55.955000
D58	271.462500	36.905000
D59	276.225000	17.855000
D60	276.225000	75.005000
LED1	9.525000	4.765000
LED2	28.575000	4.765000
LED3	47.625000	4.765000
LED4	66.675000	4.765000
LED5	85.725000	4.765000
LED6	104.775000	4.765000
LED7	123.825000	4.765000
LED8	142.875000	4.765000
LED9	161.925000	4.765000
LED10	180.975000	4.765000
LED11	200.025000	4.765000
LED12	219.075000	4.765000
LED13	238.125000	4.765000
LED14	257.175000	4.765000
LED15	276.225000	4.765000
LED29	14.287500	23.815000
LED28	38.100000	23.815000
LED27	57.150000	23.815000
LED26	76.200000	23.815000
LED25	95.250000	23.815000
LED24	114.300000	23.815000
LED23	133.350000	23.815000
LED22	152.400000	23.815000
LED21	171.450000	23.815000
LED20	190.500000	23.815000
LED19	209.550000	23.815000
LED18	228.600000	23.815000
LED17	247.650000	23.815000
LED16	271.462500	23.815000
LED30	16.668750	42.865000
LED31	42.862500	42.865000
LED32	61.912500	42.865000
LED33	80.962500	42.865000
LED34	100.012500	42.865000
LED35	119.062500	42.865000
LED36	138.112500	42.865000
LED37	157.162500	42.865000
LED38	176.212500	42.865000
LED39	195.262500	42.865000
LED40	214.312500	42.865000
LED41	233.362500	42.865000
LED42	264.318750	42.865000
LED55	21.431250	61.915000
LED54	52.387500	61.915000
LED53	71.437500	61.915000
LED52	90.487500	61.915000
LED51	109.537500	61.915000
LED50	128.587500	61.915000
LED49	147.637500	61.915000
LED48	166.687500	61.915000
LED47	185.737500	61.915000
LED46	204.787500	61.915000
LED45	223.837500	61.915000
LED44	250.031250	61.915000
LED43	276.225000	61.915000
LED56	38.100000	80.965000
LED57	61.912500	80.965000
LED58	133.350000	80.965000
LED59	204.787500	80.965000
LED60	228.600000	80.965000
